uuid,vehicle_entrance_uuid,geometry
restaurant_77005,localroad_2110341085,Point (126.9838203 37.4769887)
restaurant_77006,localroad_1132502938,Point (127.0057428 37.5030062)
restaurant_77007,localroad_3825549669,Point (127.0280194 37.4943002)
restaurant_77008,localroad_1962358584,Point (127.0103622 37.5036219)
restaurant_77009,localroad_4309803037,Point (127.0433889 37.4761937)
restaurant_77010,localroad_3817646123,Point (126.9977241 37.4986815)
restaurant_77011,localroad_4182209827,Point (127.0226942 37.5046056)
restaurant_77012,localroad_3011650442,Point (127.0432585 37.4752917)
restaurant_77013,localroad_1925499033,Point (127.0393188 37.478318)
restaurant_77014,localroad_2622713684,Point (126.9994968 37.4968796)
restaurant_77015,localroad_1925498408,Point (127.0393131 37.4719634)
restaurant_77016,localroad_4147013853,Point (127.0069491 37.5094835)
restaurant_77017,localroad_1694782799,Point (127.0424775 37.4814278)
restaurant_77019,localroad_3827258484,Point (127.0158872 37.4870279)
restaurant_77020,localroad_3827548490,Point (127.0154793 37.4958692)
restaurant_77021,localroad_3634017631,Point (127.0165723 37.4562333)
restaurant_77023,localroad_3827338128,Point (127.0079924 37.4895122)
restaurant_77024,localroad_4147013853,Point (127.0069491 37.5094835)
restaurant_77025,localroad_3153680662,Point (127.0112746 37.4943296)
restaurant_77026,localroad_3547291980,Point (127.0555491 37.4486533)
restaurant_77027,localroad_2622713691,Point (126.9983159 37.4992582)
restaurant_77028,localroad_2295372346,Point (127.02098 37.4903076)
restaurant_77029,localroad_1430655026,Point (127.0217224 37.5021744)
restaurant_77030,localroad_4181527978,Point (127.0189489 37.5109787)
restaurant_77031,localroad_1694783036,Point (127.0405319 37.4826241)
restaurant_77033,localroad_4185879872,Point (126.9926751 37.4816991)
restaurant_77034,localroad_4184618640,Point (127.0446341 37.4750867)
restaurant_77035,localroad_2103866974,Point (127.0132749 37.4955555)
restaurant_77036,localroad_2429722055,Point (127.0176657 37.5129527)
restaurant_77037,localroad_2861309343,Point (127.0188254 37.5152605)
restaurant_77038,localroad_3571593550,Point (127.0351274 37.4832849)
restaurant_77039,localroad_2429722061,Point (127.0182997 37.5127082)
restaurant_77040,localroad_4101372795,Point (126.9844667 37.4793186)
restaurant_77041,localroad_4738140916,Point (127.0009618 37.5055294)
restaurant_77042,localroad_2386012695,Point (127.0138554 37.4887493)
restaurant_77043,localroad_4313280893,Point (127.0574471 37.4453601)
restaurant_77044,localroad_3827671784,Point (127.0214582 37.5055761)
restaurant_77045,localroad_2622713666,Point (126.999094 37.4993808)
restaurant_77046,localroad_1965713723,Point (127.0142296 37.486372)
restaurant_77047,localroad_3693412483,Point (127.0445122 37.4782093)
restaurant_77048,localroad_11641428828,Point (127.0035678 37.5056944)
restaurant_77049,localroad_3112174491,Point (127.014187 37.494527)
restaurant_77050,localroad_2477342778,Point (127.0197257 37.5091945)
restaurant_77051,localroad_3571593550,Point (127.0351274 37.4832849)
restaurant_77052,localroad_3089166485,Point (127.0085866 37.4883033)
restaurant_77054,localroad_2244637696,Point (127.0187917 37.515873)
restaurant_77055,localroad_1694783484,Point (127.0380677 37.4836762)
restaurant_77056,localroad_2932859105,Point (127.0275072 37.4941516)
restaurant_77058,localroad_1696934728,Point (126.9951485 37.4827176)
restaurant_77059,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_77060,localroad_3011650443,Point (127.0439536 37.4757432)
restaurant_77061,localroad_4185691253,Point (127.0125747 37.4865349)
restaurant_77062,localroad_1925498868,Point (127.0403316 37.4765686)
restaurant_77063,localroad_3827671762,Point (127.0207417 37.5046844)
restaurant_77064,localroad_4865811281,Point (127.0348783 37.483838)
restaurant_77065,localroad_1905595277,Point (126.9837106 37.4862329)
restaurant_77066,localroad_2103866974,Point (127.0132749 37.4955555)
restaurant_77067,localroad_1925498333,Point (127.0408539 37.4692796)
restaurant_77068,localroad_3228035789,Point (127.0350407 37.4645557)
restaurant_77070,localroad_3827257146,Point (127.015274 37.4854555)
restaurant_77071,localroad_1962358589,Point (127.0116707 37.4997092)
restaurant_77072,localroad_3827547999,Point (127.0120304 37.4910981)
restaurant_77073,localroad_3030832646,Point (127.0127703 37.4927197)
restaurant_77074,localroad_4634856427,Point (127.0254228 37.4710241)
restaurant_77075,localroad_4184585519,Point (127.0410683 37.4688229)
restaurant_77076,localroad_3827338130,Point (127.0072216 37.4895302)
restaurant_77077,localroad_4101372789,Point (126.9834085 37.4818133)
restaurant_77078,localroad_4666832847,Point (126.9835129 37.4793488)
restaurant_77079,localroad_4181527974,Point (127.0190101 37.5146394)
restaurant_77080,localroad_3827258469,Point (127.0144799 37.4864756)
restaurant_77081,localroad_3112159940,Point (127.0139403 37.4979746)
restaurant_77082,localroad_8487547633,Point (127.0098483 37.5174556)
restaurant_77083,localroad_3088424193,Point (126.9950154 37.50588)
restaurant_77084,localroad_2477265735,Point (127.0236103 37.504189)
restaurant_77085,localroad_2477265735,Point (127.0236103 37.504189)
restaurant_77088,localroad_2429722066,Point (127.0200228 37.5119717)
restaurant_77089,localroad_2861578314,Point (127.0188852 37.5137216)
restaurant_77090,localroad_2477265735,Point (127.0236103 37.504189)
restaurant_77091,localroad_3827257120,Point (127.0146974 37.48415)
restaurant_77092,localroad_2477265735,Point (127.0236103 37.504189)
restaurant_77093,localroad_2388037861,Point (127.0104481 37.4909964)
restaurant_77094,localroad_2244637696,Point (127.0187917 37.515873)
restaurant_77096,localroad_1925498593,Point (127.0412995 37.4737851)
restaurant_77097,localroad_3355067046,Point (127.0110786 37.4928796)
restaurant_77098,localroad_2622713694,Point (126.9983813 37.4986412)
restaurant_77099,localroad_2622810001,Point (126.9976503 37.4978263)
restaurant_77100,localroad_4867334996,Point (127.01978 37.5147494)
restaurant_77101,localroad_414683494,Point (127.0371526 37.4617177)
restaurant_77102,localroad_2622767637,Point (127.0043892 37.4985277)
restaurant_77103,localroad_4944067989,Point (127.0252056 37.4989723)
restaurant_77104,localroad_2477265735,Point (127.0236103 37.504189)
restaurant_77105,localroad_4147053967,Point (127.0062192 37.5066146)
restaurant_77106,localroad_2952016439,Point (127.0441095 37.4713678)
restaurant_77107,localroad_1905595338,Point (126.9829099 37.4843452)
restaurant_77108,localroad_2623456306,Point (126.9934969 37.4905814)
restaurant_77109,localroad_4634773820,Point (127.0210159 37.4655086)
restaurant_77111,localroad_1696934725,Point (126.9945487 37.4824706)
restaurant_77113,localroad_2622809999,Point (126.9970275 37.4987243)
restaurant_77114,localroad_1430655018,Point (127.0247036 37.502368)
restaurant_77116,localroad_3355067061,Point (127.017652 37.4948815)
restaurant_77117,localroad_2623456123,Point (126.9944055 37.4879197)
restaurant_77118,localroad_2623456310,Point (126.9942079 37.4894255)
restaurant_77119,localroad_2477340271,Point (127.0218343 37.5080178)
restaurant_77120,localroad_414684605,Point (127.0211197 37.5034452)
restaurant_77121,localroad_2244637696,Point (127.0187917 37.515873)
restaurant_77122,localroad_2861309349,Point (127.0190906 37.512141)
restaurant_77124,localroad_1694783484,Point (127.0380677 37.4836762)
restaurant_77125,localroad_1696934741,Point (126.9950303 37.4841061)
restaurant_77126,localroad_2533109222,Point (126.9837917 37.4964609)
restaurant_77127,localroad_3030832644,Point (127.0100052 37.491878)
restaurant_77128,localroad_3827548497,Point (127.0141856 37.4968824)
restaurant_77129,localroad_3089166491,Point (127.0104015 37.4845264)
restaurant_77130,localroad_1925498414,Point (127.0402269 37.4719781)
restaurant_77132,localroad_1685686382,Point (126.9867986 37.4835509)
restaurant_77133,localroad_3827257113,Point (127.0215718 37.4839477)
restaurant_77134,localroad_4147013853,Point (127.0069491 37.5094835)
restaurant_77136,localroad_1430655026,Point (127.0217224 37.5021744)
restaurant_77137,localroad_4184070815,Point (127.025013 37.495296)
restaurant_77138,localroad_3800522728,Point (127.0221028 37.4913836)
restaurant_77139,localroad_2861578314,Point (127.0188852 37.5137216)
restaurant_77140,localroad_4147017218,Point (127.0078686 37.5076354)
restaurant_77141,localroad_4147017218,Point (127.0078686 37.5076354)
restaurant_77142,localroad_3011650460,Point (127.0449153 37.4761224)
restaurant_77143,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_77144,localroad_3030832643,Point (127.008707 37.4914723)
restaurant_77145,localroad_3088864938,Point (127.0172885 37.5153735)
restaurant_77147,localroad_1905595277,Point (126.9837106 37.4862329)
restaurant_77148,localroad_2533109229,Point (126.985241 37.4974979)
restaurant_77150,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_77151,localroad_3492880693,Point (127.0244624 37.4867523)
restaurant_77153,localroad_3492836195,Point (127.0162238 37.4824388)
restaurant_77154,localroad_7888195561,Point (127.0079379 37.4914093)
restaurant_77155,localroad_2511519002,Point (126.9909462 37.488094)
restaurant_77156,localroad_2110341085,Point (126.9838203 37.4769887)
restaurant_77157,localroad_4185816724,Point (127.0006484 37.4781149)
restaurant_77159,localroad_4184399723,Point (127.0370391 37.4843943)
restaurant_77160,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_77161,localroad_2623456115,Point (126.9928572 37.4903263)
restaurant_77162,localroad_436843482,Point (127.0398559 37.4785947)
restaurant_77163,localroad_2623456247,Point (126.9927206 37.4929897)
restaurant_77164,localroad_8486796673,Point (127.0006442 37.5047555)
restaurant_77165,localroad_3719486100,Point (126.9963022 37.4845936)
restaurant_77166,localroad_3827170285,Point (127.0319728 37.4871388)
restaurant_77167,localroad_4184618646,Point (127.0457771 37.4753016)
restaurant_77168,localroad_2622713689,Point (127.0000741 37.4992484)
restaurant_77169,localroad_2509978199,Point (126.9921346 37.4900382)
restaurant_77170,localroad_2655442257,Point (127.0167818 37.4842169)
restaurant_77171,localroad_1696934710,Point (126.99523 37.4814271)
restaurant_77172,localroad_414684605,Point (127.0211197 37.5034452)
restaurant_77173,localroad_1132502938,Point (127.0057428 37.5030062)
restaurant_77174,localroad_2690624934,Point (127.0255187 37.4963641)
restaurant_77175,localroad_2690624934,Point (127.0255187 37.4963641)
restaurant_77176,localroad_4184070814,Point (127.0282642 37.4925089)
restaurant_77177,localroad_11641428828,Point (127.0035678 37.5056944)
restaurant_77178,localroad_3827258530,Point (127.017127 37.4880777)
restaurant_77179,localroad_4185626652,Point (127.0105994 37.510362)
restaurant_77180,localroad_436861025,Point (127.0355202 37.4739513)
restaurant_77181,localroad_2690624934,Point (127.0255187 37.4963641)
restaurant_77182,localroad_2861410667,Point (127.0087377 37.5164933)
restaurant_77183,localroad_3153687261,Point (127.0137607 37.4933014)
restaurant_77184,localroad_2295372311,Point (127.014109 37.4913073)
restaurant_77185,localroad_3827337513,Point (127.0089608 37.4846267)
restaurant_77186,localroad_2477340274,Point (127.0216284 37.5068584)
restaurant_77187,localroad_600377854,Point (127.018434 37.5168542)
restaurant_77188,localroad_1925498914,Point (127.0368538 37.4769532)
restaurant_77190,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_77191,localroad_3827338126,Point (127.009668 37.4895076)
restaurant_77192,localroad_4184424785,Point (127.0433348 37.4800936)
restaurant_77194,localroad_571448678,Point (127.0284792 37.4944511)
restaurant_77195,localroad_4182209827,Point (127.0226942 37.5046056)
restaurant_77196,localroad_9882864417,Point (126.9862463 37.4765526)
restaurant_77197,localroad_1694782527,Point (127.0388561 37.47956)
restaurant_77198,localroad_3827548461,Point (127.015206 37.4932266)
restaurant_77199,localroad_4181527973,Point (127.0191068 37.5122188)
restaurant_77200,localroad_4666832847,Point (126.9835129 37.4793488)
restaurant_77201,localroad_1430674305,Point (127.0118434 37.4801386)
restaurant_77202,localroad_2368063915,Point (127.0123121 37.488771)
restaurant_77203,localroad_436882900,Point (127.0299475 37.4890431)
restaurant_77204,localroad_3112159940,Point (127.0139403 37.4979746)
restaurant_77205,localroad_2477340277,Point (127.020835 37.5040719)
restaurant_77206,localroad_1430674297,Point (127.0089442 37.4829842)
restaurant_77207,localroad_3030832646,Point (127.0127703 37.4927197)
restaurant_77208,localroad_3827257149,Point (127.0167957 37.4855765)
restaurant_77209,localroad_4309803037,Point (127.0433889 37.4761937)
restaurant_77210,localroad_4865811281,Point (127.0348783 37.483838)
restaurant_77211,localroad_562451108,Point (127.0255286 37.4649231)
restaurant_77212,localroad_571448678,Point (127.0284792 37.4944511)
restaurant_77213,localroad_1694783066,Point (127.0383718 37.4829058)
restaurant_77214,localroad_436841230,Point (127.0137152 37.5151987)
restaurant_77215,localroad_1962358626,Point (127.0108823 37.5022697)
restaurant_77216,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_77217,localroad_3011650435,Point (127.0433528 37.4746306)
restaurant_77218,localroad_4185715621,Point (127.0058814 37.4817311)
restaurant_77219,localroad_2533109220,Point (126.9847895 37.4964536)
restaurant_77220,localroad_3088864935,Point (127.0185655 37.5157992)
restaurant_77221,localroad_4184618629,Point (127.0395576 37.4731495)
restaurant_77222,localroad_2429722078,Point (127.0204348 37.5108876)
restaurant_77223,localroad_1905595393,Point (126.9828557 37.4771001)
restaurant_77224,localroad_3690640321,Point (127.0301884 37.4884991)
restaurant_77225,localroad_2388037860,Point (127.0130799 37.4920773)
restaurant_77226,localroad_3827608184,Point (127.0194471 37.5031026)
restaurant_77227,localroad_4184585515,Point (127.0433502 37.4688442)
restaurant_77228,localroad_571448678,Point (127.0284792 37.4944511)
restaurant_77229,localroad_3089746782,Point (127.0104726 37.4830035)
restaurant_77230,localroad_8486844866,Point (126.9840401 37.4813882)
restaurant_77232,localroad_927737288,Point (127.0439849 37.4682603)
restaurant_77233,localroad_2295372304,Point (127.0183638 37.4940381)
restaurant_77234,localroad_3827257123,Point (127.0188513 37.4843796)
restaurant_77235,localroad_3827169496,Point (127.0295627 37.4852267)
restaurant_77237,localroad_3462555794,Point (126.9993924 37.4787953)
restaurant_77238,localroad_3825549669,Point (127.0280194 37.4943002)
restaurant_77239,localroad_4101372588,Point (126.9833508 37.4805276)
restaurant_77240,localroad_3827169496,Point (127.0295627 37.4852267)
restaurant_77241,localroad_436816899,Point (127.0070822 37.5108092)
restaurant_77242,localroad_4185691253,Point (127.0125747 37.4865349)
restaurant_77243,localroad_2817764779,Point (127.043397 37.4661185)
restaurant_77245,localroad_4147053966,Point (127.0059882 37.5070592)
restaurant_77246,localroad_2690624940,Point (127.0258925 37.4955636)
restaurant_77247,localroad_3827672497,Point (127.0185643 37.5085627)
restaurant_77249,localroad_2368063911,Point (127.0134044 37.4913877)
restaurant_77250,localroad_3825549659,Point (127.0289835 37.4910256)
restaurant_77251,localroad_436844215,Point (126.998817 37.4796936)
restaurant_77252,localroad_3827547990,Point (127.0137381 37.4895104)
restaurant_77253,localroad_3088424193,Point (126.9950154 37.50588)
restaurant_77254,localroad_2622874656,Point (126.9900713 37.4951043)
restaurant_77255,localroad_3825549699,Point (127.0272275 37.4959695)
restaurant_77257,localroad_4147013853,Point (127.0069491 37.5094835)
restaurant_77258,localroad_3242832581,Point (127.0082199 37.489053)
restaurant_77259,localroad_2511519005,Point (126.9915519 37.4883442)
restaurant_77261,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_77262,localroad_4107783310,Point (126.9963924 37.486061)
restaurant_77263,localroad_3153680664,Point (127.0091361 37.4934054)
restaurant_77264,localroad_3242832577,Point (127.0045169 37.4887173)
restaurant_77265,localroad_1685716300,Point (126.9824315 37.4782949)
restaurant_77266,localroad_3242832581,Point (127.0082199 37.489053)
restaurant_77267,localroad_3826341157,Point (127.0304381 37.4898085)
restaurant_77269,localroad_1685694961,Point (126.9845423 37.477552)
restaurant_77270,localroad_3827548035,Point (127.0135722 37.4921282)
restaurant_77271,localroad_3827338133,Point (127.0052874 37.4896699)
restaurant_77272,localroad_1696934717,Point (126.9964967 37.4818002)
restaurant_77273,localroad_2509978764,Point (126.9915271 37.4910431)
restaurant_77274,localroad_2622874586,Point (126.991374 37.498158)
restaurant_77275,localroad_2533109209,Point (126.9905327 37.4942221)
restaurant_77276,localroad_8485173590,Point (126.9830112 37.4855148)
restaurant_77277,localroad_4865811287,Point (127.0399672 37.4686621)
restaurant_77278,localroad_3827337538,Point (127.0032676 37.4854877)
restaurant_77279,localroad_3825549662,Point (127.0305403 37.4915149)
restaurant_77280,localroad_2533109216,Point (126.9858596 37.4953015)
restaurant_77281,localroad_2368063911,Point (127.0134044 37.4913877)
restaurant_77282,localroad_4184425790,Point (127.0428465 37.4795283)
restaurant_77283,localroad_2622713683,Point (126.9983333 37.4977959)
restaurant_77284,localroad_4181527974,Point (127.0190101 37.5146394)
restaurant_77285,localroad_2932859105,Point (127.0275072 37.4941516)
restaurant_77286,localroad_9717256584,Point (127.0152698 37.4927767)
restaurant_77287,localroad_927737288,Point (127.0439849 37.4682603)
restaurant_77288,localroad_2477340264,Point (127.0218367 37.5084056)
restaurant_77289,localroad_2622713693,Point (126.9990333 37.4985986)
restaurant_77290,localroad_2429722078,Point (127.0204348 37.5108876)
restaurant_77293,localroad_3804191238,Point (126.9864987 37.490061)
restaurant_77294,localroad_4147013853,Point (127.0069491 37.5094835)
restaurant_77295,localroad_2623456247,Point (126.9927206 37.4929897)
restaurant_77296,localroad_3827548461,Point (127.015206 37.4932266)
restaurant_77297,localroad_1905595377,Point (126.9833586 37.4848661)
restaurant_77298,localroad_3690640295,Point (127.0307497 37.4873162)
restaurant_77299,localroad_436837056,Point (126.9979682 37.4949993)
restaurant_77300,localroad_4147013853,Point (127.0069491 37.5094835)
restaurant_77301,localroad_3827257117,Point (127.0141351 37.4840597)
restaurant_77302,localroad_1685716300,Point (126.9824315 37.4782949)
restaurant_77303,localroad_3804191186,Point (126.9859903 37.4875102)
restaurant_77304,localroad_4185920067,Point (126.9887881 37.4783429)
restaurant_77305,localroad_2861309353,Point (127.0195732 37.5111674)
restaurant_77306,localroad_1694782781,Point (127.0411075 37.4813775)
restaurant_77307,localroad_3727772781,Point (127.0304993 37.4740026)
restaurant_77308,localroad_4184399721,Point (127.0378371 37.4841992)
restaurant_77309,localroad_3827337533,Point (127.0099996 37.4853564)
restaurant_77310,localroad_3011650460,Point (127.0449153 37.4761224)
restaurant_77313,localroad_3827548460,Point (127.0180394 37.493222)
restaurant_77314,localroad_2622713694,Point (126.9983813 37.4986412)
restaurant_77315,localroad_6205230772,Point (127.0569011 37.4569379)
restaurant_77316,localroad_4182209839,Point (127.0227046 37.5043539)
restaurant_77317,localroad_3011650445,Point (127.043761 37.475929)
restaurant_77318,localroad_436817738,Point (127.0115903 37.5024989)
restaurant_77319,localroad_8236557405,Point (127.0270438 37.4603669)
restaurant_77320,localroad_3827671849,Point (127.021449 37.5072262)
restaurant_77321,localroad_3827608188,Point (127.0193423 37.5036176)
restaurant_77322,localroad_4184425799,Point (127.0373999 37.4764137)
restaurant_77323,localroad_3089166485,Point (127.0085866 37.4883033)
restaurant_77325,localroad_3800522729,Point (127.0248944 37.4914934)
restaurant_77327,localroad_2533109213,Point (126.9844629 37.4951904)
restaurant_77328,localroad_3132428230,Point (127.012364 37.4948111)
restaurant_77330,localroad_2623456118,Point (126.9936017 37.4891762)
restaurant_77331,localroad_4944067989,Point (127.0252056 37.4989723)
restaurant_77333,localroad_3827671849,Point (127.021449 37.5072262)
restaurant_77334,localroad_3827548050,Point (127.0134891 37.4928032)
restaurant_77345,localroad_436853883,Point (126.9981951 37.4961145)
restaurant_77807,localroad_3827338125,Point (127.0094573 37.489437)
restaurant_78146,localroad_2623456306,Point (126.9934969 37.4905814)
restaurant_78221,localroad_2533109196,Point (126.9850145 37.492224)
restaurant_78473,localroad_3827338142,Point (127.0136371 37.4900964)
restaurant_78493,localroad_4944067989,Point (127.0252056 37.4989723)
restaurant_79595,localroad_3089166481,Point (127.0090535 37.4872993)
restaurant_81849,localroad_414683494,Point (127.0371526 37.4617177)
restaurant_81855,localroad_3825549664,Point (127.0290187 37.4927368)
restaurant_81963,localroad_3827257146,Point (127.015274 37.4854555)
restaurant_83409,localroad_2511502339,Point (126.9894188 37.4916361)
restaurant_83751,localroad_3827338133,Point (127.0052874 37.4896699)
restaurant_85167,localroad_3011650453,Point (127.0464431 37.4740262)
restaurant_85433,localroad_1694782811,Point (127.0417275 37.4815451)
restaurant_85454,localroad_3690640294,Point (127.0323286 37.4877914)
restaurant_86343,localroad_4184399715,Point (127.0388474 37.4845859)
restaurant_86601,localroad_1685716301,Point (126.9825309 37.4839305)
restaurant_87543,localroad_4185816724,Point (127.0006484 37.4781149)
restaurant_87742,localroad_3804191181,Point (126.9831418 37.4874249)
restaurant_87777,localroad_3825549669,Point (127.0280194 37.4943002)
restaurant_88233,localroad_2244637675,Point (127.0032639 37.5083279)
restaurant_89257,localroad_1430655015,Point (127.0234219 37.5027062)
restaurant_89287,localroad_357824648,Point (127.0199955 37.5139422)
restaurant_92100,localroad_3827338156,Point (127.0111695 37.4917952)
restaurant_92801,localroad_436844264,Point (126.98677 37.49199)
restaurant_92895,localroad_2655442261,Point (127.0191243 37.4838771)
restaurant_93267,localroad_11641428829,Point (127.0048158 37.5060798)
restaurant_93954,localroad_414684605,Point (127.0211197 37.5034452)
restaurant_94917,localroad_4182209839,Point (127.0227046 37.5043539)
restaurant_95299,localroad_3011650447,Point (127.0437191 37.4765905)
restaurant_95348,localroad_3827257146,Point (127.015274 37.4854555)
restaurant_95384,localroad_3827547990,Point (127.0137381 37.4895104)
restaurant_95426,localroad_4185991236,Point (126.9856779 37.4820282)
restaurant_95591,localroad_4634374794,Point (127.0107641 37.512577)
restaurant_95613,localroad_8487656462,Point (127.0125924 37.491348)
restaurant_96157,localroad_2533109207,Point (126.986216 37.4940278)
restaurant_97097,localroad_4147053967,Point (127.0062192 37.5066146)
restaurant_98488,localroad_4147053966,Point (127.0059882 37.5070592)
restaurant_99642,localroad_3089166481,Point (127.0090535 37.4872993)
restaurant_100000,localroad_4184618607,Point (127.0423919 37.4696989)
restaurant_101311,localroad_8489517966,Point (127.0179359 37.5142122)
restaurant_101456,localroad_3011650444,Point (127.0430498 37.4754817)
restaurant_101473,localroad_1696934741,Point (126.9950303 37.4841061)
restaurant_102595,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_103008,localroad_2622713691,Point (126.9983159 37.4992582)
restaurant_103400,localroad_3398354559,Point (127.0465133 37.4745628)
restaurant_104690,localroad_3827258695,Point (127.0222531 37.4899762)
restaurant_104695,localroad_4666832848,Point (126.9834948 37.4779495)
restaurant_104744,localroad_2385934171,Point (126.9949801 37.4939221)
restaurant_104792,localroad_2623456109,Point (126.9914569 37.4924752)
restaurant_105023,localroad_2477340257,Point (127.0220042 37.5044111)
restaurant_105298,localroad_4185715621,Point (127.0058814 37.4817311)
restaurant_105312,localroad_571448492,Point (127.027701 37.4961026)
restaurant_105330,localroad_4184070817,Point (127.0320143 37.4863166)
restaurant_105382,localroad_414684605,Point (127.0211197 37.5034452)
restaurant_106365,localroad_436844263,Point (126.98693 37.49143)
restaurant_107548,localroad_4184399716,Point (127.0395072 37.4846966)
restaurant_108183,localroad_927737288,Point (127.0439849 37.4682603)
restaurant_109322,localroad_3827548050,Point (127.0134891 37.4928032)
restaurant_109327,localroad_4181527974,Point (127.0190101 37.5146394)
restaurant_110279,localroad_1694783082,Point (127.0383506 37.4829602)
restaurant_111294,localroad_2655442257,Point (127.0167818 37.4842169)
restaurant_111350,localroad_571448680,Point (127.0292391 37.4928033)
restaurant_112023,localroad_3011650438,Point (127.0429102 37.4756184)
restaurant_112103,localroad_2510022115,Point (126.990054 37.4918948)
restaurant_112104,localroad_3827547996,Point (127.0117419 37.4909683)
restaurant_112143,localroad_4184399724,Point (127.0357379 37.4840218)
restaurant_112910,localroad_3827548050,Point (127.0134891 37.4928032)
restaurant_113430,localroad_2477340264,Point (127.0218367 37.5084056)
restaurant_114212,localroad_4666832847,Point (126.9835129 37.4793488)
restaurant_114233,localroad_1965713690,Point (127.0140523 37.4876238)
restaurant_114532,localroad_8487650045,Point (127.0121053 37.4917045)
restaurant_114533,localroad_2655442257,Point (127.0167818 37.4842169)
restaurant_115145,localroad_1925498920,Point (127.0428191 37.4770281)
restaurant_115156,localroad_2533109212,Point (126.9851779 37.4951822)
restaurant_115162,localroad_3690640321,Point (127.0301884 37.4884991)
restaurant_115176,localroad_3827338148,Point (127.0097372 37.4906954)
restaurant_115191,localroad_1694783086,Point (127.036737 37.4830673)
restaurant_115208,localroad_2368063906,Point (127.0166906 37.4889917)
restaurant_115215,localroad_4184399721,Point (127.0378371 37.4841992)
restaurant_115216,localroad_1430655026,Point (127.0217224 37.5021744)
restaurant_115234,localroad_4147053967,Point (127.0062192 37.5066146)
restaurant_115242,localroad_4147013853,Point (127.0069491 37.5094835)
restaurant_115263,localroad_4140672133,Point (126.9874963 37.5017559)
restaurant_115266,localroad_3089745863,Point (127.0129972 37.4811565)
restaurant_115269,localroad_1696934728,Point (126.9951485 37.4827176)
restaurant_115277,localroad_2624211562,Point (126.985883 37.4926435)
restaurant_115302,localroad_1685579603,Point (126.982545 37.4793955)
restaurant_115377,localroad_2533109220,Point (126.9847895 37.4964536)
restaurant_115387,localroad_3825549669,Point (127.0280194 37.4943002)
restaurant_115392,localroad_4184618641,Point (127.0421907 37.475479)
restaurant_115478,localroad_1694783484,Point (127.0380677 37.4836762)
restaurant_115488,localroad_3827548022,Point (127.0119095 37.4916278)
restaurant_115489,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_115592,localroad_1696934717,Point (126.9964967 37.4818002)
restaurant_115593,localroad_1685716275,Point (126.984052 37.4817943)
restaurant_115607,localroad_4185690189,Point (127.013776 37.4826941)
restaurant_115608,localroad_3827257146,Point (127.015274 37.4854555)
restaurant_115648,localroad_3355067068,Point (127.0204554 37.4957433)
restaurant_115653,localroad_927742940,Point (127.043755 37.4681058)
restaurant_115656,localroad_12147442531,Point (126.9864003 37.5021971)
restaurant_115722,localroad_2295372311,Point (127.014109 37.4913073)
restaurant_115728,localroad_3827338159,Point (127.0110013 37.4921785)
restaurant_115739,localroad_600377858,Point (127.0162818 37.5157784)
restaurant_115745,localroad_3011650459,Point (127.045297 37.4763718)
restaurant_115765,localroad_436844215,Point (126.998817 37.4796936)
restaurant_115770,localroad_3804191245,Point (126.9855046 37.4905445)
restaurant_115786,localroad_1696934717,Point (126.9964967 37.4818002)
restaurant_115802,localroad_4184425795,Point (127.0413746 37.4783392)
restaurant_115808,localroad_3088864938,Point (127.0172885 37.5153735)
restaurant_115810,localroad_3088864940,Point (127.0160964 37.5149928)
restaurant_115811,localroad_4738140914,Point (127.0027094 37.5030067)
restaurant_115839,localroad_3827170295,Point (127.0287816 37.4873767)
restaurant_115856,localroad_2861309353,Point (127.0195732 37.5111674)
restaurant_115893,localroad_4181527974,Point (127.0190101 37.5146394)
restaurant_115894,localroad_3492880693,Point (127.0244624 37.4867523)
restaurant_115896,localroad_2110341085,Point (126.9838203 37.4769887)
restaurant_115898,localroad_4184425797,Point (127.0380232 37.4770068)
restaurant_116060,localroad_2295372307,Point (127.0160487 37.4933183)
restaurant_116096,localroad_2533109207,Point (126.986216 37.4940278)
restaurant_116114,localroad_2932859104,Point (127.0182783 37.4854448)
restaurant_116115,localroad_4181527974,Point (127.0190101 37.5146394)
restaurant_116120,localroad_4181527974,Point (127.0190101 37.5146394)
restaurant_116155,localroad_3092109566,Point (126.9970753 37.483539)
restaurant_116156,localroad_1685716300,Point (126.9824315 37.4782949)
restaurant_116178,localroad_1925498920,Point (127.0428191 37.4770281)
restaurant_116183,localroad_4184399721,Point (127.0378371 37.4841992)
restaurant_116190,localroad_2861578304,Point (127.0161055 37.5138361)
restaurant_116204,localroad_3827258484,Point (127.0158872 37.4870279)
restaurant_116217,localroad_1685716300,Point (126.9824315 37.4782949)
restaurant_116225,localroad_600377854,Point (127.018434 37.5168542)
restaurant_116226,localroad_3827170269,Point (127.030976 37.4868354)
restaurant_116227,localroad_2477265738,Point (127.022603 37.5064314)
