uuid,name,slope,parking_area,number_of_households,area,construction_year,green_space_area,rating,common_area_cleaning_frequancy,garbage_recycling_frequency,concierge_service,average_price_per_pyeong,pop,pop_ratio,pop_increase,taxi,income,income_increase,floating_pop,reconstructiondistrcit,pedestrian_entrance_uuid,vehicle_entrance_uuid,geometry
apartment_1165010840,서초이오빌,0.895205557,333,462,4270.02,2003,19.02828544,13,매주,매주,1,17468197.14,1386,"[1.088781937, 6.492844128, 15.71665517, 21.19740832, 24.69903988, 18.45303374, 9.870935208, 2.481301608]",-26,2.7,4556.71,-1.89,540,0,pedestrian_4185691253,localroad_4185691253,"MultiPolygon (((127.01278969 37.48671711, 127.0128218 37.4866525, 127.01289733 37.48667565, 127.01303483 37.4867178, 127.01317962 37.48642614, 127.01318505 37.4864274, 127.01318968 37.48641803, 127.01289739 37.4863248, 127.01285318 37.48631075, 127.0128473 37.48632291, 127.01285307 37.48632544, 127.01268171 37.48668063, 127.01267651 37.48667909, 127.01267063 37.48669207, 127.01268205 37.48669648, 127.01268544 37.48669297, 127.01277986 37.48672089, 127.01277805 37.48672558, 127.01280032 37.48673188, 127.0128053 37.4867226, 127.01278969 37.48671711)))"
apartment_1165010825,서초자이,2.017301321,385,184,2459,2006,20.20214679,80,매주,매주,1,38210674.94,552,"[0.244546217, 3.840057087, 10.8556386, 17.68448751, 23.67998126, 21.2976832, 15.75264561, 6.644960515]",10,4.7,6962.71,23.69,493,0,pedestrian_8489610712,localroad_3827257125,"MultiPolygon (((127.0205322 37.4844973, 127.01997218 37.48428503, 127.01984601 37.4845017, 127.01942382 37.4852136, 127.02010838 37.48535663, 127.02057445 37.48539524, 127.02096285 37.48543387, 127.02099197 37.48541065, 127.02088013 37.48472978, 127.0208607 37.48467949, 127.02083642 37.48464855, 127.02069936 37.48456613, 127.0205322 37.4844973)))"
apartment_1165010819,서초트라팰리스,0.792513311,427,257,8456.2,2005,20.04919957,81,매주,매주,1,35974197.96,771,"[2.175414353, 6.760630841, 13.79340308, 21.26790143, 24.87711241, 17.07675915, 10.27713084, 3.77164789]",6,2.9,8125.74,15.81,695,0,pedestrian_9657790245,localroad_3690640296,"MultiPolygon (((127.02917274 37.48629771, 127.02913503 37.48626593, 127.02754207 37.48675791, 127.02752279 37.48678848, 127.02763554 37.48702598, 127.02867562 37.48734243, 127.02893175 37.48680763, 127.02897389 37.48670935, 127.02901905 37.48661516, 127.02917274 37.48629771)))"
apartment_1165010902,서초포레스타2단지,1.613791108,1185,1077,8252,2015,18.23175746,64,매주,매주,1,39721243.41,5385,"[0.745462875, 3.74370923, 9.296987722, 21.09811313, 24.59036757, 18.59895425, 15.58773283, 6.338672389]",3,4.5,3754.31,6.2,604,0,pedestrian_5092061497,localroad_5092061497,"MultiPolygon (((127.06245486 37.45526385, 127.06293591 37.45447059, 127.06247021 37.45437627, 127.06222208 37.45440883, 127.06205537 37.45451269, 127.06188046 37.45454846, 127.06167706 37.45456153, 127.0612817 37.4545049, 127.06103834 37.45453591, 127.06068564 37.4546826, 127.06067645 37.45475987, 127.06059514 37.45483126, 127.06048126 37.45486375, 127.060318 37.45484781, 127.05995345 37.45499967, 127.05969517 37.45519186, 127.05960883 37.45530636, 127.0594855 37.45552667, 127.05933465 37.45591836, 127.06021618 37.4564247, 127.06242335 37.45551667, 127.06247879 37.45544712, 127.06245486 37.45526385)))"
apartment_1165011101,서초포레스타3단지,3.353145123,603,482,5484.95,2014,17.24065172,80,매주,매주,1,41563469.59,1446,"[0.486071069, 3.706674912, 8.297191373, 19.80913702, 22.85063273, 19.51359467, 17.54256952, 7.794128707]",3,4.2,6236.36,11.35,411,0,pedestrian_4633790811,localroad_4633790811,"MultiPolygon (((127.06020926 37.45470468, 127.06025984 37.45458224, 127.06006311 37.45435464, 127.05932098 37.45377108, 127.05893795 37.45410606, 127.05884854 37.45443481, 127.05852229 37.45469862, 127.0581545 37.45471657, 127.05774579 37.45466642, 127.05767903 37.45509648, 127.05912855 37.4558392, 127.05944491 37.45510266, 127.05967573 37.45492049, 127.05999022 37.45478996, 127.06020926 37.45470468)))"
apartment_1165011102,서초포레스타5단지,4.646251678,695,547,7850.26,2014,17.9942254,50,매주,매주,1,43209984.04,2188,"[0.187670745, 2.192659461, 9.05333175, 16.51740112, 23.37807341, 22.38191392, 18.35689116, 7.932058439]",-2,2.9,5255.84,12.19,435,0,pedestrian_8764029853,localroad_4633728272,"MultiPolygon (((127.05634437 37.45188013, 127.05584606 37.45253106, 127.05598867 37.4526756, 127.05639029 37.45265992, 127.05655857 37.45246359, 127.0569408 37.45252022, 127.05720645 37.4525924, 127.05735531 37.45242191, 127.05802227 37.45208591, 127.05835252 37.45192049, 127.05823576 37.45171914, 127.0580347 37.45137839, 127.05801498 37.45100141, 127.05776846 37.45051608, 127.05723096 37.45071258, 127.05668061 37.45105368, 127.05634437 37.45188013)))"
apartment_1165011104,서초포레스타6단지,1.400778055,614,585,9307.27,2015,19.03781564,28,매주,매주,1,42210298.91,1170,"[0.382618082, 3.359837758, 13.49074261, 19.13894201, 21.48480548, 18.65488649, 14.7554554, 8.732712173]",-3,4.7,3386.58,13.75,392,0,pedestrian_3547291980,localroad_3547291980,"MultiPolygon (((127.05481895 37.44957773, 127.05419037 37.45020387, 127.05468879 37.45053663, 127.05482146 37.4506608, 127.05490848 37.45072712, 127.05509664 37.45087746, 127.05526309 37.45099651, 127.05557706 37.450654, 127.05612196 37.45101699, 127.056601 37.4505157, 127.05705874 37.45026273, 127.05748635 37.45010607, 127.0569627 37.44968908, 127.05564873 37.44885922, 127.05547265 37.44891948, 127.05481895 37.44957773)))"
apartment_1165011103,서초포레스타7단지,2.072211742,0,310,5745,2013,18.96507394,38,매주,매주,1,43997594.72,930,"[0.348710571, 3.060898013, 12.93953, 18.80282571, 21.65962501, 19.26574256, 14.95090613, 8.971762019]",-3,3.2,4062.48,3.64,364,0,pedestrian_3547291974,localroad_3547291974,"MultiPolygon (((127.05574005 37.44861131, 127.05731587 37.44964254, 127.05761699 37.4493493, 127.05744124 37.44803766, 127.05741103 37.44793197, 127.05679602 37.44752865, 127.05574005 37.44861131)))"
apartment_1165010802,서초푸르지오써밋,0.284774959,1279,907,6534.79,2017,18.00900007,92,매주,매주,1,66811628.43,3628,"[2.291079916, 7.690537799, 15.20549648, 21.96470823, 24.7128537, 16.22848787, 9.363184245, 2.543651775]",-5,3.3,6764.35,3.53,502,0,pedestrian_8495313241,localroad_11073569991,"MultiPolygon (((127.01983807 37.50149178, 127.02128057 37.50188847, 127.02171824 37.50087048, 127.02026772 37.50046419, 127.01983405 37.50148858, 127.01983807 37.50149178)))"
apartment_1165010835,서초한빛삼성,1.485824227,359,264,45810,1999,21.104119,54,매주,매주,1,39918395.68,1320,"[0.322197251, 6.199807311, 11.36372735, 16.2761001, 22.46523124, 21.93699984, 14.72168161, 6.714255296]",7,4.6,8810.49,23.28,670,0,pedestrian_3089166485,localroad_3089166485,"MultiPolygon (((127.00794092 37.48893819, 127.00798414 37.48884, 127.00805748 37.48886032, 127.0082232 37.4889028, 127.00828104 37.48878986, 127.00837487 37.48858918, 127.0084782 37.48838267, 127.00849131 37.48835627, 127.00850194 37.48833311, 127.00852071 37.48829542, 127.00852276 37.48822895, 127.00846663 37.48807523, 127.00837261 37.48780637, 127.00833852 37.48769671, 127.00827615 37.48766042, 127.00821433 37.48767244, 127.00789775 37.48772092, 127.00766471 37.48775589, 127.0076082 37.48780675, 127.00752575 37.48815903, 127.00748196 37.48834741, 127.00745233 37.48846775, 127.00738171 37.48878142, 127.00779972 37.48889698, 127.00794092 37.48893819)))"
apartment_1165010837,서초한신리빙타워,1.625761032,163,103,4270.02,1999,21.02249527,12,매주,매주,1,29370955.46,412,"[4.036018208, 10.66842362, 13.93072887, 18.0055196, 24.23522118, 16.85719459, 8.891599714, 3.375294223]",17,4.2,5926.98,14.33,402,0,pedestrian_3089166491,localroad_3089166491,"MultiPolygon (((127.01008391 37.4840664, 127.01009016 37.48404401, 127.00997455 37.4840266, 127.00997143 37.48404899, 127.00974648 37.48401915, 127.00965278 37.48429533, 127.01026203 37.48436495, 127.01031198 37.48409873, 127.01008391 37.4840664)))"
apartment_1165010845,서초현대,1.615707715,350,299,1599.53,1999,21.52558419,66,매주,매주,1,41983278.68,897,"[0.190686918, 4.06457782, 9.70613089, 17.61257755, 25.04147301, 22.0621984, 14.93350975, 6.388845649]",-1,4.5,6907.58,11.66,813,0,pedestrian_9602018706,localroad_2295365615,"MultiPolygon (((127.02052138 37.49057953, 127.02058593 37.49040687, 127.01998309 37.49022262, 127.01988754 37.49042114, 127.01968114 37.49035524, 127.0196112 37.49049745, 127.0198468 37.49057458, 127.01958032 37.49110357, 127.02046288 37.49142077, 127.02051519 37.49140474, 127.02079564 37.49065113, 127.02052138 37.49057953)))"
apartment_1165010311,서초호반써밋,0.86170119,1100,550,4983,2013,18.47070148,20,매주,매주,1,36657790.85,2750,"[0.439885505, 5.21257144, 9.342565026, 15.49234628, 21.84158378, 22.35728851, 17.37073876, 7.943020707]",4,3.7,8479.62,4.03,530,0,pedestrian_8487937348,localroad_8487937348,"MultiPolygon (((127.01148368 37.45579402, 127.01131204 37.45649808, 127.0115533 37.45664148, 127.01193358 37.45680442, 127.01228523 37.45693803, 127.01257145 37.45699016, 127.01298852 37.45703575, 127.01331153 37.45706506, 127.01378583 37.45705849, 127.01438688 37.4570519, 127.01488572 37.45708444, 127.01491431 37.45687909, 127.01494696 37.45656618, 127.01501644 37.45641949, 127.01515133 37.45620435, 127.01523718 37.45612285, 127.01506136 37.45610005, 127.01366298 37.4558753, 127.01336042 37.45589489, 127.01289431 37.45593079, 127.01254676 37.45590149, 127.01228099 37.45587869, 127.01148368 37.45579402)))"
apartment_1165010312,서초힐스,1.042000294,1266,1082,9109.61,2012,18.45490374,77,매주,매주,1,40227692.78,5410,"[0.581667812, 6.59085924, 9.684103346, 15.80932077, 21.98965762, 21.9989656, 16.09005754, 7.255368074]",2,4.5,5552.89,9.96,583,0,pedestrian_6978758175,localroad_3634017639,"MultiPolygon (((127.01643333 37.45737123, 127.01679803 37.45752018, 127.0171727 37.457787, 127.0176364 37.45815964, 127.0182845 37.4586816, 127.01858784 37.45879695, 127.01872916 37.45880518, 127.01883255 37.45876395, 127.0191944 37.45851111, 127.01986645 37.458228, 127.01986873 37.45751168, 127.01875783 37.4575055, 127.0187484 37.45641113, 127.01813281 37.45630324, 127.01672601 37.45609057, 127.01667022 37.45613824, 127.0165623 37.45678373, 127.01651747 37.45682115, 127.01643333 37.45737123)))"
apartment_1165010139,신동아,2.11660401,493,493,5542.05,1982,18.39741707,99,매주,매주,1,42856354.45,2465,"[1.965441646, 11.13254478, 11.98985442, 15.91473978, 17.88172635, 19.77734365, 13.38385728, 7.954492098]",-1,4.4,8267.98,25.86,481,0,pedestrian_1696934690,localroad_1696934690,"MultiPolygon (((127.00289823 37.48122784, 127.00263909 37.4808687, 127.002202 37.48063165, 127.00201692 37.48053506, 127.0014012 37.48027521, 127.00143105 37.48022043, 127.00141737 37.48017682, 127.00095213 37.47998491, 127.00089843 37.48000221, 127.00039271 37.48077499, 127.00039847 37.48079157, 127.00041487 37.48080842, 127.00037088 37.480946, 127.00034194 37.48093555, 127.00033482 37.48093916, 126.99991286 37.48158355, 126.9999184 37.48159535, 127.00041338 37.48172096, 127.00055745 37.48175653, 127.0007148 37.48179538, 127.00077676 37.4818116, 127.00149018 37.48199071, 127.00212744 37.48215348, 127.00227234 37.48208974, 127.00229364 37.48206803, 127.0025023 37.48185548, 127.00271101 37.48164293, 127.00289824 37.48145237, 127.00297025 37.48137956, 127.00297511 37.48133388, 127.00289823 37.48122784)))"
apartment_1165010811,신동아1차,1.10923779,893,893,3062.45,1978,19.03037643,57,매주,매주,1,42856354.45,4465,"[3.924347209, 7.952122321, 14.09005489, 22.35064549, 23.8994187, 15.42538486, 9.235012161, 3.123014368]",-5,3.8,6397.12,19.93,746,0,pedestrian_9623456684,localroad_3800522733,"MultiPolygon (((127.02478165 37.49157561, 127.02353878 37.49120208, 127.02291783 37.4927264, 127.02406323 37.49305141, 127.02478165 37.49157561)))"
apartment_1165010812,신동아2차,0.415409962,104,104,8456.2,1979,18.58376498,79,매주,매주,1,42856354.45,416,"[3.926329052, 7.956833642, 13.69002374, 21.43734121, 23.35014552, 15.80129591, 10.03889809, 3.799132848]",1,3,6939.07,21.35,298,1,pedestrian_3825549657,localroad_3825549657,"MultiPolygon (((127.02451176 37.49127906, 127.02467604 37.49092015, 127.02505413 37.49103484, 127.02532957 37.49048696, 127.02691362 37.49096234, 127.02696232 37.49083612, 127.0267308 37.4907585, 127.02686472 37.49046722, 127.02658447 37.49037991, 127.02659662 37.49030224, 127.02402055 37.48954707, 127.02369133 37.49056354, 127.02353909 37.49095883, 127.02374404 37.49103891, 127.02409159 37.49114889, 127.02430673 37.49122138, 127.02451176 37.49127906)))"
apartment_1165010611,신반포12차,0.753964663,311,324,950,1982,20.05353655,52,매주,매주,1,52434525.19,648,"[2.59674255, 7.797398882, 14.54740316, 20.28178994, 24.0192189, 17.47553557, 10.37019347, 2.91171753]",14,2.5,6107.22,6.91,717,1,pedestrian_8488915382,localroad_595776357,"MultiPolygon (((127.01556304 37.51682831, 127.01547208 37.51657997, 127.01539637 37.51659701, 127.01497814 37.51540028, 127.01454433 37.51549557, 127.01456583 37.51555818, 127.01440486 37.51559517, 127.01412223 37.51565005, 127.01404383 37.51566807, 127.01402065 37.51567318, 127.01404053 37.51573395, 127.01412697 37.515971, 127.01428389 37.5164086, 127.01433727 37.51654674, 127.01446578 37.51691538, 127.01449112 37.51698522, 127.01454075 37.51711642, 127.0155644 37.51688107, 127.01558874 37.51687844, 127.01556923 37.5168404, 127.01556304 37.51682831)))"
apartment_1165010617,신반포16차,0.735792339,0,396,1915.23,1983,19.58865269,28,매주,매주,1,61203074.52,1188,"[2.379283583, 6.832493895, 14.35643504, 20.74170858, 23.82857635, 18.07462103, 10.4838373, 3.303044218]",27,4.5,4757.83,1.64,339,1,pedestrian_8487547630,localroad_8487547633,"MultiPolygon (((127.01091526 37.51823686, 127.01091673 37.51823676, 127.01091799 37.51823692, 127.0109196 37.51823752, 127.01092064 37.51823823, 127.01096361 37.51827595, 127.0112004 37.51812244, 127.01121574 37.5181118, 127.01116777 37.51806759, 127.01110702 37.51800852, 127.01089964 37.51780379, 127.0106088 37.51752538, 127.01053043 37.51744397, 127.01030586 37.51722642, 127.01024339 37.51716789, 127.01020124 37.51713078, 127.00944226 37.51637861, 127.00876144 37.5165358, 127.00878875 37.51660367, 127.01079107 37.51833812, 127.01083293 37.51829624, 127.01083419 37.51828669, 127.01090176 37.51824579, 127.01091265 37.51823792, 127.01091362 37.51823737, 127.01091526 37.51823686)))"
apartment_1165010632,신반포19차,0.213828161,0,242,1805.09,1982,19.99174107,2,매주,매주,1,50837151.49,1210,"[2.444660901, 10.1972107, 17.04775882, 19.02629528, 21.28903047, 15.45933834, 10.5863115, 3.949393989]",4,4.9,5985.13,11.12,667,0,pedestrian_8487510970,localroad_4705228035,"MultiPolygon (((127.0101925 37.51348074, 127.01015128 37.51347831, 127.00979425 37.513747, 127.00973714 37.51379259, 127.00948306 37.51398204, 127.0092886 37.51412181, 127.01012701 37.51495617, 127.01106604 37.51434184, 127.0101925 37.51348074)))"
apartment_1165010630,신반포20차,1.23451376,0,112,4667.65,1983,19.95724765,4,매주,매주,1,47133032.3,224,"[2.076352308, 8.138672899, 14.38505008, 19.7064486, 24.07723449, 18.25354854, 10.59214492, 2.770548175]",1,2.8,7536.91,30.39,302,1,pedestrian_8489061223,localroad_4185626653,"MultiPolygon (((127.01121675 37.51067739, 127.01168547 37.51038346, 127.01202404 37.51051136, 127.01216487 37.51043256, 127.0124629 37.51024931, 127.01259091 37.51016997, 127.01256728 37.51014884, 127.01249907 37.51010711, 127.01225556 37.50986982, 127.01197929 37.50959431, 127.011882 37.50960396, 127.01174649 37.50970115, 127.01106192 37.51013188, 127.01071757 37.51036625, 127.01079135 37.51038007, 127.01110821 37.51042846, 127.01121675 37.51067739)))"
apartment_1165010631,신반포25차,0.194625929,0,169,34549.53,1984,19.5351423,64,매주,매주,1,52624138.86,676,"[2.982190286, 7.857561174, 12.82069033, 19.74166252, 24.00243095, 17.57943316, 11.12426618, 3.891765393]",8,2.7,7285.72,25.12,468,1,pedestrian_8487505136,localroad_2244637608,"MultiPolygon (((127.01010897 37.51496286, 127.00926856 37.51413672, 127.00864248 37.51454435, 127.00919673 37.51508474, 127.00882402 37.51532437, 127.00911825 37.5156063, 127.01010897 37.51496286)))"
apartment_1165010618,신반포27차,0.138890823,78,156,4708.2,1985,19.51202034,100,매주,매주,1,60098673.78,624,"[2.670872152, 7.266293184, 13.58117965, 20.19219076, 23.84344104, 17.89494797, 10.8744853, 3.676589947]",17,4.5,5100.52,6.51,295,0,pedestrian_8488872960,localroad_2861410666,"MultiPolygon (((127.01012456 37.51537801, 127.01004865 37.51524565, 127.00988148 37.51535649, 127.00951401 37.51560032, 127.00949602 37.5156178, 127.00937172 37.51568557, 127.00926212 37.51575847, 127.00976021 37.51624488, 127.00985522 37.51623024, 127.01007081 37.51619783, 127.01009773 37.5161853, 127.01011063 37.51617214, 127.01012476 37.51612971, 127.01008991 37.51600087, 127.01017994 37.51598428, 127.01015957 37.51588725, 127.01036034 37.51580434, 127.01023385 37.5155755, 127.01012456 37.51537801)))"
apartment_1165010643,신반포2차,0.44110328,3285,1572,1184.02,1978,18.19528029,92,매주,매주,1,60098673.78,4716,"[2.056952434, 9.320245143, 18.64449259, 19.68750146, 22.6340151, 16.48437391, 8.897244082, 2.275175285]",15,4.4,8232.44,31.98,539,1,pedestrian_4146924161,localroad_1132441037,"MultiPolygon (((127.00111981 37.50820357, 127.00009602 37.50789698, 126.99991702 37.50831599, 126.99978356 37.50870496, 126.99940516 37.50941039, 126.99942242 37.50957173, 127.0008784 37.51021467, 127.00175871 37.51059361, 127.00198907 37.51069623, 127.00243483 37.51088992, 127.00296933 37.51115428, 127.00324466 37.51130103, 127.00344137 37.51147969, 127.00397039 37.51199444, 127.00526534 37.51325528, 127.00584125 37.51288343, 127.00584489 37.51286836, 127.00586394 37.51277647, 127.003876 37.51081872, 127.00310269 37.51006946, 127.00289808 37.5098716, 127.00271824 37.50980691, 127.00248921 37.50959283, 127.00208152 37.50920498, 127.00162886 37.50876161, 127.00111981 37.50820357)))"
apartment_1165010638,신반포4차,0.177090704,1212,1212,599.03,1979,19.40492292,61,매주,매주,1,55879057.33,2424,"[2.462185603, 8.154108229, 13.2526325, 18.88993169, 25.68832069, 18.29908917, 10.30044079, 2.953291315]",10,4.1,6477.26,19.06,417,1,pedestrian_4147013871,localroad_4147053966,"MultiPolygon (((127.00511014 37.506878, 127.00424574 37.5066099, 127.00391699 37.50732564, 127.004073 37.50739014, 127.00406224 37.5076179, 127.00411302 37.50825144, 127.00423448 37.50862328, 127.00430654 37.50872083, 127.00431692 37.50874771, 127.00515863 37.50902419, 127.00585717 37.50924536, 127.0055001 37.50991853, 127.00565566 37.51001584, 127.00583098 37.51011516, 127.00606093 37.51022904, 127.00645669 37.51039597, 127.00687139 37.50957244, 127.00692273 37.50943946, 127.0070847 37.50910822, 127.00725486 37.5087591, 127.00725327 37.50866828, 127.00766828 37.50783546, 127.00759488 37.50781483, 127.00757633 37.50780799, 127.00764869 37.50765714, 127.00763428 37.50764428, 127.00612619 37.50719085, 127.00589191 37.50711689, 127.00511014 37.506878)))"
apartment_1165010635,신반포7차,0.2280509,320,320,1115.61,1980,20.51357524,55,매주,매주,1,48804303.99,1600,"[3.135440594, 8.829861413, 12.96578115, 19.54258431, 23.6916187, 17.07524434, 11.03328525, 3.726184247]",2,4.9,7896.92,30.27,535,1,pedestrian_8487511350,localroad_4185626642,"MultiPolygon (((127.00847904 37.51321671, 127.0085262 37.51317238, 127.00858773 37.51320581, 127.0089778 37.51280295, 127.00929681 37.51246625, 127.00948728 37.51211797, 127.00811211 37.51141833, 127.0079756 37.51135278, 127.00795326 37.51137907, 127.00789776 37.51144652, 127.00789687 37.51144758, 127.00763401 37.51177281, 127.00758368 37.51183487, 127.0074544 37.51199268, 127.00727141 37.51221965, 127.00721124 37.51229425, 127.00716992 37.51234338, 127.00716567 37.51235084, 127.00672296 37.51219334, 127.00658947 37.51214457, 127.00655343 37.51220938, 127.00658926 37.51222202, 127.0066051 37.5122322, 127.00710697 37.51241517, 127.00713774 37.51244283, 127.0071546 37.51246412, 127.00717563 37.51249067, 127.00719 37.51251788, 127.0072342 37.51255773, 127.00727212 37.51259788, 127.00736204 37.5126459, 127.00765851 37.51280293, 127.00768098 37.51281501, 127.00774414 37.51284897, 127.00781755 37.5128841, 127.00789752 37.51292293, 127.00801414 37.51297951, 127.00847904 37.51321671)))"
apartment_1165010720,신반포궁전,3.16932559,54,108,1629.25,1984,19.31701999,3,매주,매주,1,48804303.99,540,"[1.613480026, 6.013598272, 14.25427063, 20.98265838, 25.56822774, 18.68339676, 10.61511089, 2.269257299]",12,4,6976.29,20.06,331,0,pedestrian_2623317251,localroad_2622713668,"MultiPolygon (((127.00003846 37.50057052, 127.00053545 37.50076702, 127.00063857 37.50060943, 127.00089798 37.50072432, 127.00107451 37.50044303, 127.00105211 37.5004157, 127.00110288 37.50036769, 127.00129833 37.50014668, 127.00141181 37.49977999, 127.00092005 37.4996092, 127.0008507 37.49963934, 127.00080972 37.49968204, 127.00081603 37.49975739, 127.00081917 37.49976994, 127.0003211 37.50004369, 127.00022653 37.5000663, 127.00017609 37.50008136, 127.00012565 37.50008639, 127.00003424 37.50004621, 126.9999901 37.50004369, 126.99997434 37.50011401, 126.99992076 37.50014918, 126.99988607 37.5002647, 126.99990814 37.50032498, 126.99980726 37.50047567, 127.00003846 37.50057052)))"
apartment_1165010604,신반포자이,0.088106796,977,607,4667.65,2018,19.4918893,22,매주,매주,1,79754765.93,1214,"[2.66402964, 7.955647832, 12.93991516, 19.77927726, 25.69830502, 18.022015, 10.04113046, 2.899679619]",12,3.1,8466.46,25.13,406,0,pedestrian_5819624308,localroad_5819624307,"MultiPolygon (((127.00738498 37.51078192, 127.00839989 37.51121594, 127.00942645 37.50932502, 127.00872774 37.50906818, 127.00849264 37.50947136, 127.00814553 37.5093465, 127.00738498 37.51078192)))"
apartment_1165010633,신반포청구,0.285358548,0,347,34549.53,1998,19.55768694,4,매주,매주,1,57589194.19,1388,"[2.978950302, 8.387786121, 13.84241424, 20.44155473, 23.39971987, 16.90601093, 10.48283571, 3.560728095]",10,3.4,6842.18,9.34,467,0,pedestrian_8488812135,localroad_4185626634,"MultiPolygon (((127.00904803 37.51383458, 127.00851525 37.51343097, 127.00789072 37.5141145, 127.0078508 37.51416144, 127.00774946 37.51426912, 127.00774222 37.5142775, 127.00774007 37.5142848, 127.00789754 37.51443886, 127.00832004 37.5148505, 127.00852001 37.51470903, 127.00859839 37.51466172, 127.00850416 37.51456361, 127.00909614 37.51414416, 127.0091511 37.51410523, 127.00929282 37.51400702, 127.00914226 37.51390305, 127.00908118 37.51385783, 127.00904803 37.51383458)))"
apartment_1165010203,신영체르니,0.289979339,175,175,1365.42,2002,20.56079973,54,매주,매주,1,28631762.91,350,"[1.133113675, 5.187591549, 15.77391696, 19.88598889, 23.92144817, 18.81161756, 11.47955357, 3.806769616]",12,3.8,4585.27,1.9,466,0,pedestrian_4184425791,localroad_4184425791,"MultiPolygon (((127.0413877 37.47927316, 127.04161103 37.4791459, 127.0416469 37.47918627, 127.04183405 37.47908131, 127.04160376 37.47881609, 127.04157792 37.4788279, 127.04152941 37.47877229, 127.04140284 37.47884595, 127.04139819 37.4788401, 127.04136257 37.47885974, 127.04135777 37.4788565, 127.04113023 37.47898659, 127.04122441 37.47909019, 127.04137227 37.47900682, 127.04145628 37.47910169, 127.0413091 37.47918475, 127.0413877 37.47927316)))"
apartment_1165010616,신화,0.340530038,166,166,950,1997,20.74479806,39,매주,매주,1,53937356.99,830,"[0.41511171, 6.47928921, 10.7827097, 15.92521996, 23.3434457, 20.82114082, 15.48913178, 6.743951115]",9,3.3,5732.96,3.97,487,0,pedestrian_8488915397,localroad_436841230,"MultiPolygon (((127.01370919 37.51607841, 127.01375075 37.51605535, 127.01375462 37.51606077, 127.01378634 37.5160422, 127.01378304 37.51603994, 127.01379653 37.51603224, 127.01380488 37.51604119, 127.01383088 37.51602398, 127.01383411 37.51602919, 127.0138597 37.5160133, 127.01384248 37.51599431, 127.01386446 37.51598166, 127.01385376 37.51597013, 127.0138597 37.51596734, 127.01385021 37.5159408, 127.01382322 37.51591209, 127.01383637 37.51590482, 127.01383163 37.5158926, 127.01380985 37.51586785, 127.01381985 37.51586163, 127.01381144 37.51583514, 127.01380092 37.51582399, 127.01379551 37.51582786, 127.01376654 37.51579437, 127.01379275 37.51577933, 127.01376598 37.51574884, 127.01377015 37.51574439, 127.01373956 37.51571157, 127.01372983 37.51571783, 127.01371309 37.5156979, 127.01372251 37.51569255, 127.01369073 37.51565895, 127.01368632 37.51566152, 127.01365423 37.51562742, 127.01372265 37.51558845, 127.01369815 37.5155614, 127.01370269 37.51555916, 127.0136641 37.51551616, 127.01365908 37.5155193, 127.01363417 37.51549081, 127.01354691 37.51554308, 127.01356208 37.51555838, 127.01354804 37.51556703, 127.01352943 37.5155461, 127.01349535 37.51556566, 127.01349227 37.51556252, 127.01343874 37.51559317, 127.01344216 37.51559696, 127.01337427 37.51563663, 127.01336987 37.51563279, 127.01334388 37.51564781, 127.01341086 37.51572203, 127.01343084 37.51571009, 127.01344135 37.51572199, 127.01351358 37.51568058, 127.01353085 37.51569999, 127.01350554 37.51571447, 127.0135676 37.51578141, 127.0136036 37.51576011, 127.01362314 37.51578034, 127.01358578 37.51580171, 127.01365327 37.51587759, 127.01364686 37.51588077, 127.01366198 37.5158971, 127.01366888 37.51589301, 127.01370703 37.51593541, 127.01371814 37.51592932, 127.01373488 37.51594697, 127.01371154 37.51596048, 127.01372148 37.51597141, 127.01369918 37.51598418, 127.01368906 37.51597293, 127.01364977 37.51599516, 127.01365355 37.51599878, 127.01364181 37.51600548, 127.01370919 37.51607841)))"
apartment_1165010125,쌍용예가클래식,0.145911127,205,216,2950.95,1978,20.60265754,9,매주,매주,1,35622750.47,1080,"[3.881991396, 9.985209744, 13.32549285, 19.66313889, 24.12483881, 15.57799868, 9.157794753, 4.283534881]",11,4.9,7087.57,18.45,685,0,pedestrian_2624211614,localroad_2624211587,"MultiPolygon (((126.98826559 37.49335782, 126.98729592 37.49296133, 126.98723924 37.49298139, 126.98708801 37.49352828, 126.98712578 37.49354835, 126.98696825 37.49411028, 126.98700602 37.4941705, 126.98755382 37.49439635, 126.9876483 37.49435622, 126.98788766 37.49397492, 126.98827188 37.49338793, 126.98826559 37.49335782)))"
